(1.0954451150103321, [7, 10, 9, 8, 6, 5, 4, 3, 2, 1])
(1.9493588689617927, [7, 5, 10, 9, 8, 6, 4, 3, 2, 1])
(2.6832815729997477, [7, 5, 4, 10, 9, 8, 6, 3, 2, 1])
(2.0976176963403033, [10, 7, 5, 4, 9, 8, 6, 3, 2, 1])
(2.5298221281347035, [4, 10, 7, 5, 9, 8, 6, 3, 2, 1])
(2.280350850198276, [4, 10, 9, 7, 5, 8, 6, 3, 2, 1])
(2.280350850198276, [4, 10, 9, 7, 5, 8, 6, 3, 2, 1])
(2.280350850198276, [4, 9, 7, 10, 8, 6, 5, 3, 2, 1])
(2.280350850198276, [4, 9, 7, 10, 8, 6, 5, 3, 2, 1])
(2.0976176963403033, [4, 10, 9, 7, 8, 6, 5, 3, 2, 1])
(1.7888543819998317, [10, 4, 9, 7, 8, 6, 5, 3, 2, 1])
(2.6457513110645907, [10, 4, 9, 7, 1, 8, 6, 5, 3, 2])
(3.1304951684997055, [10, 4, 9, 7, 1, 2, 8, 6, 5, 3])
(2.898275349237888, [10, 4, 9, 7, 6, 1, 2, 8, 5, 3])
(2.8635642126552705, [10, 7, 4, 9, 6, 1, 2, 8, 5, 3])
(2.4899799195977463, [10, 7, 4, 9, 6, 1, 8, 5, 3, 2])
(2.4899799195977463, [10, 7, 4, 9, 6, 1, 8, 5, 3, 2])
(2.449489742783178, [10, 7, 4, 9, 6, 5, 1, 8, 3, 2])
(2.6076809620810595, [10, 7, 5, 4, 9, 6, 1, 8, 3, 2])
(2.6076809620810595, [10, 7, 6, 5, 4, 9, 1, 8, 3, 2])
(2.6076809620810595, [10, 7, 6, 5, 4, 9, 1, 8, 3, 2])
(2.4083189157584592, [10, 7, 6, 5, 9, 4, 1, 8, 3, 2])
(2.6457513110645907, [10, 7, 6, 5, 9, 4, 2, 1, 8, 3])
(2.6832815729997477, [10, 6, 7, 5, 9, 4, 2, 1, 8, 3])
(2.756809750418044, [10, 6, 7, 5, 9, 4, 3, 2, 1, 8])
(1.7888543819998317, [10, 6, 7, 5, 9, 8, 4, 3, 2, 1])
(1.3416407864998738, [10, 6, 7, 9, 8, 5, 4, 3, 2, 1])
(1.3416407864998738, [10, 6, 7, 9, 8, 5, 4, 3, 2, 1])
(1.3416407864998738, [10, 6, 7, 9, 8, 5, 4, 3, 2, 1])
(1.3416407864998738, [10, 6, 7, 9, 8, 5, 4, 3, 2, 1])
(1.3416407864998738, [10, 6, 7, 9, 8, 5, 4, 3, 2, 1])
(2.0976176963403033, [10, 6, 7, 9, 3, 8, 5, 2, 1, 4])
(2.792848008753788, [10, 6, 7, 2, 9, 3, 8, 5, 1, 4])
(2.8635642126552705, [7, 10, 6, 2, 9, 3, 8, 5, 1, 4])
(2.8635642126552705, [7, 10, 6, 2, 9, 3, 8, 5, 1, 4])
(2.756809750418044, [10, 7, 6, 2, 9, 3, 8, 5, 1, 4])
(2.756809750418044, [10, 7, 6, 2, 9, 3, 8, 5, 1, 4])
(3.0983866769659336, [10, 7, 6, 2, 9, 3, 5, 1, 8, 4])
(3.0983866769659336, [10, 7, 6, 2, 9, 3, 5, 1, 8, 4])
(2.8284271247461903, [10, 7, 6, 9, 3, 2, 5, 1, 8, 4])
(2.8284271247461903, [10, 7, 6, 9, 3, 2, 5, 1, 8, 4])
(2.7202941017470885, [10, 7, 9, 6, 3, 2, 5, 1, 8, 4])
(2.7202941017470885, [10, 7, 9, 6, 3, 2, 5, 1, 8, 4])
(2.7202941017470885, [10, 7, 9, 6, 3, 2, 5, 1, 8, 4])
(2.0976176963403033, [10, 7, 9, 6, 5, 3, 2, 8, 4, 1])
(2.1908902300206643, [10, 7, 9, 6, 5, 3, 4, 2, 8, 1])
(2.4899799195977463, [10, 7, 9, 6, 5, 3, 4, 2, 1, 8])
(1.6733200530681511, [10, 7, 9, 6, 5, 3, 8, 4, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 5, 4, 3, 8, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 5, 4, 3, 8, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 4, 3, 8, 5, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 4, 3, 8, 5, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 4, 3, 8, 5, 2, 1])
(1.8439088914585775, [10, 7, 9, 6, 4, 3, 8, 5, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 3, 4, 8, 5, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(1.8973665961010275, [10, 7, 9, 6, 5, 3, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.0, [10, 7, 9, 6, 3, 5, 4, 8, 2, 1])
(2.280350850198276, [10, 7, 9, 6, 3, 5, 4, 2, 8, 1])
(2.280350850198276, [10, 7, 9, 6, 3, 5, 4, 2, 8, 1])
(1.61245154965971, [10, 7, 9, 6, 3, 8, 5, 4, 2, 1])
(1.61245154965971, [10, 7, 9, 6, 3, 8, 5, 4, 2, 1])
(1.7888543819998317, [10, 7, 6, 9, 3, 8, 5, 4, 2, 1])
(1.7888543819998317, [10, 7, 6, 9, 3, 8, 5, 4, 2, 1])
(1.4832396974191326, [10, 7, 6, 9, 8, 3, 5, 4, 2, 1])
(1.4832396974191326, [10, 7, 6, 9, 8, 3, 5, 4, 2, 1])
(1.4832396974191326, [10, 7, 6, 9, 8, 3, 5, 4, 2, 1])
