1, 28.0
2, 27.870414421030773
3, 27.65718713101533
4, 26.99925924909793
5, 26.56388525799643
6, 25.752669764511797
7, 25.583588489498496
8, 24.929500596682637
9, 24.156986567036874
10, 23.735205918634875
15, 23.033019775965112
20, 22.349049196777926
25, 21.55365398256175
30, 20.567936211491904
35, 19.29248558377069
40, 17.773013250431116
45, 17.88071586933812
50, 16.69730517179344
55, 16.4851448279959
60, 16.3413585726524
65, 15.907231060118539
70, 15.490642336585013
75, 15.118200951171406
80, 14.933184523068078
85, 14.478950238190611
90, 14.2828568570857
95, 13.63671514698463
100, 13.580868897091968
150, 11.047171583713181
200, 10.158740079360236
250, 8.67179335547152
300, 8.044874144447506
350, 7.163797875428926
400, 7.014271166700073
450, 5.936328831862332
500, 6.20966987850401
550, 5.793099343184096
600, 5.837807807730569
650, 5.624944444170094
700, 5.138093031466052
750, 5.2459508194416005
800, 5.091168824543142
850, 5.2459508194416005
900, 5.157518783291051
950, 4.979959839195493
1000, 4.720169488482378
1250, 4.758150901348127
1500, 4.923413450036469
1750, 4.947726750741193
2000, 4.039801975344831
2250, 4.7833042972405595
2500, 4.841487374764082
2750, 4.886716689148247
3000, 4.841487374764082
3250, 4.707440918375928
3500, 4.481071300481616
3750, 4.494441010848846
4000, 4.059556626036888
4250, 4.2
4500, 4.13763217311544
4750, 4.039801975344831
5000, 3.8522720568516444
5250, 3.243454948045371
5500, 2.9933259094191533
5750, 3.046309242345563
6000, 3.1749015732775088
6250, 3.2619012860600183
6500, 3.243454948045371
6750, 3.2186953878862163
7000, 3.2984845004941286
7250, 3.2
7500, 3.0789608636681307
7750, 2.986636904613616
8000, 2.821347195933177
8250, 2.727636339397171
8500, 2.8844410203711917
8750, 3.1937438845342623
9000, 2.870540018881465
9250, 2.8635642126552705
9500, 2.80713376952364
9750, 2.778488797889961
10000, 2.6758176320519302
11000, 2.6229754097208002
12000, 2.6532998322843198
13000, 2.545584412271571
14000, 2.3323807579381204
15000, 2.1260291625469296
16000, 1.9595917942265424
17000, 2.2891046284519194
18000, 2.1908902300206643
19000, 2.172556098240043
20000, 2.009975124224178
21000, 2.0199009876724157
22000, 2.0199009876724157
23000, 1.8
24000, 1.9078784028338913
25000, 1.6492422502470643
26000, 1.969771560359221
27000, 2.029778313018444
28000, 2.009975124224178
29000, 1.876166303929372
30000, 2.029778313018444
31000, 1.8547236990991407
32000, 1.4966629547095767
33000, 1.5231546211727816
34000, 1.969771560359221
35000, 1.6492422502470643
36000, 1.61245154965971
37000, 1.6370705543744901
38000, 1.9287301521985911
39000, 1.7888543819998317
40000, 1.9287301521985911
41000, 2.0976176963403033
42000, 2.009975124224178
43000, 1.8
44000, 1.8973665961010275
45000, 1.697056274847714
46000, 1.6
47000, 1.3564659966250536
48000, 1.4966629547095767
49000, 1.5620499351813308
50000, 1.6
51000, 1.5620499351813308
52000, 1.624807680927192
53000, 1.6613247725836149
54000, 1.6733200530681511
55000, 1.6370705543744901
56000, 1.5620499351813308
57000, 1.624807680927192
58000, 1.5362291495737217
59000, 1.4966629547095767
60000, 1.5874507866387544
61000, 1.5874507866387544
62000, 1.4966629547095767
63000, 1.4966629547095767
64000, 1.4966629547095767
65000, 1.4560219778561037
66000, 1.4966629547095767
67000, 1.4560219778561037
68000, 1.3856406460551018
69000, 1.3114877048604001
70000, 1.3711309200802089
71000, 1.1832159566199232
72000, 1.3114877048604001
73000, 1.4422205101855958
74000, 1.3416407864998738
75000, 1.3711309200802089
76000, 1.2165525060596438
77000, 1.1832159566199232
78000, 1.2489995996796797
79000, 1.2649110640673518
80000, 1.1832159566199232
81000, 1.1832159566199232
82000, 1.296148139681572
83000, 1.2806248474865698
84000, 1.1832159566199232
85000, 1.296148139681572
86000, 1.2806248474865698
87000, 1.2806248474865698
88000, 1.3711309200802089
89000, 1.3266499161421599
90000, 1.2165525060596438
91000, 1.2489995996796797
92000, 1.1832159566199232
93000, 1.1489125293076057
94000, 1.2806248474865698
95000, 1.2
96000, 1.296148139681572
97000, 1.2165525060596438
98000, 1.1489125293076057
99000, 1.3266499161421599
100000, 1.2489995996796797
